455010,59852,15,35
463970,59852,15,35
399458,59854,15,35
397666,59854,15,35
473954,59855,15,35
440674,59855,15,35
439906,59855,15,35
424032,59855,15,35
422754,59855,15,35
470370,59855,15,35
421986,59855,15,35
402786,59855,15,35
425314,59855,15,35
471394,59855,15,35
414818,59855,15,35
428130,59855,15,35
437346,59855,15,35
399458,59855,15,35
430434,59855,15,35
455010,59859,15,35
463970,59859,15,35
473442,59859,15,35
399458,59861,15,35
397666,59861,15,35
473954,59862,15,35
440674,59862,15,35
439906,59862,15,35
419682,59862,15,35
424032,59862,15,35
422754,59862,15,35
470370,59862,15,35
421986,59862,15,35
402786,59862,15,35
425314,59862,15,35
471394,59862,15,35
414818,59862,15,35
428130,59862,15,35
437346,59862,15,35
399458,59862,15,35
430434,59862,15,35
455010,59866,15,35
463970,59866,15,35
473442,59866,15,35
399458,59868,15,35
397666,59868,15,35
473954,59869,15,35
440674,59869,15,35
439906,59869,15,35
419682,59869,15,35
424032,59869,15,35
422754,59869,15,35
470370,59869,15,35
421986,59869,15,35
402786,59869,15,35
425314,59869,15,35
471394,59869,15,35
414818,59869,15,35
428130,59869,15,35
437346,59869,15,35
399458,59869,15,35
430434,59869,15,35
455010,59873,15,35
419170,59873,15,35
463970,59873,15,35
473442,59873,15,35
399458,59875,15,35
397666,59875,15,35
473954,59876,15,35
440674,59876,15,35
439906,59876,15,35
419682,59876,15,35
424032,59876,15,35
422754,59876,15,35
470370,59876,15,35
421986,59876,15,35
402786,59876,15,35
425314,59876,15,35
471394,59876,15,35
414818,59876,15,35
428130,59876,15,35
437346,59876,15,35
399458,59876,15,35
430434,59876,15,35
455010,59880,15,35
419170,59880,15,35
463970,59880,15,35
473442,59880,15,35
424032,59882,15,35
399458,59882,15,35
397666,59882,15,35
473954,59883,15,35
440674,59883,15,35
439906,59883,15,35
419682,59883,15,35
424032,59883,15,35
422754,59883,15,35
470370,59883,15,35
421986,59883,15,35
402786,59883,15,35
425314,59883,15,35
471394,59883,15,35
414818,59883,15,35
428130,59883,15,35
437346,59883,15,35
399458,59883,15,35
430434,59883,15,35
455010,59887,15,35
419170,59887,15,35
463970,59887,15,35
473442,59887,15,35
424032,59889,15,35
399458,59889,15,35
397666,59889,15,35
473954,59890,15,35
440674,59890,15,35
439906,59890,15,35
419682,59890,15,35
424032,59890,15,35
422754,59890,15,35
470370,59890,15,35
421986,59890,15,35
402786,59890,15,35
425314,59890,15,35
471394,59890,15,35
414818,59890,15,35
428130,59890,15,35
437346,59890,15,35
399458,59890,15,35
430434,59890,15,35
455010,59894,15,35
419170,59894,15,35
463970,59894,15,35
473442,59894,15,35
424032,59896,15,35
399458,59896,15,35
397666,59896,15,35
473954,59897,15,35
440674,59897,15,35
439906,59897,15,35
419682,59897,15,35
424032,59897,15,35
422754,59897,15,35
470370,59897,15,35
421986,59897,15,35
402786,59897,15,35
425314,59897,15,35
471394,59897,15,35
414818,59897,15,35
428130,59897,15,35
437346,59897,15,35
399458,59897,15,35
430434,59897,15,35
455010,59901,15,35
419170,59901,15,35
463970,59901,15,35
473442,59901,15,35
424032,59903,15,35
399458,59903,15,35
397666,59903,15,35
473954,59904,15,35
440674,59904,15,35
439906,59904,15,35
419682,59904,15,35
424032,59904,15,35
422754,59904,15,35
470370,59904,15,35
421986,59904,15,35
402786,59904,15,35
425314,59904,15,35
471394,59904,15,35
414818,59904,15,35
428130,59904,15,35
437346,59904,15,35
399458,59904,15,35
430434,59904,15,35
455010,59908,15,35
419170,59908,15,35
463970,59908,15,35
473442,59908,15,35
424032,59910,15,35
399458,59910,15,35
397666,59910,15,35
473954,59911,15,35
440674,59911,15,35
439906,59911,15,35
419682,59911,15,35
424032,59911,15,35
422754,59911,15,35
470370,59911,15,35
421986,59911,15,35
402786,59911,15,35
425314,59911,15,35
471394,59911,15,35
414818,59911,15,35
428130,59911,15,35
437346,59911,15,35
399458,59911,15,35
430434,59911,15,35
458594,59915,15,35
455010,59915,15,35
419170,59915,15,35
463970,59915,15,35
473442,59915,15,35
424032,59917,15,35
399458,59917,15,35
430434,59917,15,35
397666,59917,15,35
473954,59918,15,35
440674,59918,15,35
439906,59918,15,35
419682,59918,15,35
424032,59918,15,35
422754,59918,15,35
470370,59918,15,35
